Text	Label
Is PTEN a tumour suppressor?	[0 1 0 0]
Is the tyrosine kinase BTK implicated in autoimmunity?	[0 1 0 0]
Is induction of interferon by TLR7 higher in males?	[0 1 0 0]
Is there a vaccine for rotavirus?	[0 1 0 0]
Is BNN20 involved in Parkinson's disease?	[0 1 0 0]
Is MLL3 part of the ASCOM complex?	[0 1 0 0]
The LINCS L1000 data set contains gene expression data for drug treated human cells, yes or no?	[0 1 0 0]
Is there a vaccine for peanut allergy?	[0 1 0 0]
Is SARS virus interacting with ACE2 encoded protein?	[0 1 0 0]
Is the FIP virus thought to be a mutated strain for the Feline enteric Coronavirus?	[0 1 0 0]
Does SATB1 regulate the RAG1 and RAG2 genes?	[0 1 0 0]
Is CTCF bound at nucleosome free regions?	[0 1 0 0]
Is bortezomib a Proteasome inhibitor?	[0 1 0 0]
Is PRDM9 essential for meiosis?	[0 1 0 0]
Is the CADM2 gene associated with differences in information processing speed?	[0 1 0 0]
Are breaks in double stranded DNA associated with ionizing radiation?	[0 1 0 0]
Is KAT2A involved in Acute myeloid leukemia (AML)?	[0 1 0 0]
AhR ligands are attractive drug targets for pharmaceutical development due to their induction of Cyp1a1, yes or no?	[0 1 0 0]
Does the chromatin remodeling complex, RSC target H2A.Z nucleosomes?	[0 1 0 0]
Has ZP-PTH been tested in a phase II clinical trial?	[0 1 0 0]
Does CXorf21 escape X chromosome inactivation?	[0 1 0 0]
Does promoter shape vary across populations?	[0 1 0 0]
Is cathepsin L active in endosomes?	[0 1 0 0]
Is the protein MCL-1 anti-apoptotic?	[0 1 0 0]
Can CMB305 be used against sarcomas?	[0 1 0 0]
Does teplizumab hold promise for diabetes prevention?	[0 1 0 0]
Does radiation for tinea capitis increases brain tumor risk?	[0 1 0 0]
Can Flotillin be used as exosomal marker?	[0 1 0 0]
Is Apremilast effective for Behçet’s Syndrome?	[0 1 0 0]
Is Rad4/XPC a DNA damage sensing protein?	[0 1 0 0]
Is the protein ABCG2 transmembrane?	[0 1 0 0]
Can radiotherapy cause radiation induced osteosarcoma?	[0 1 0 0]
Can Patient-derived organoids (PDOs) recapitulate patient responses in the clinic?	[0 1 0 0]
Are the members of the KRAB-ZNF  gene family promoting gene repression?	[0 1 0 0]
Is the protein ABCG2 (ATP-Binding Cassette, subfamily G, member 2, transporter) excreting uric acid?	[0 1 0 0]
Is modified vaccinia Ankara effective for smallpox?	[0 1 0 0]
Does nintedanib hold promise for lung disease associated with systemic sclerosis?	[0 1 0 0]
Is PF-05190457 an inverse agonist of the ghrelin receptor?	[0 1 0 0]
Is Ubrogepant effective for migraine?	[0 1 0 0]
Is Selinexor effective for multiple myeloma?	[0 1 0 0]
Are there lncRNAs that control the extent of neuronal outgrowth?	[0 1 0 0]
Does metformin has as an antitumor effect?	[0 1 0 0]
Can radiation induced meningiomas be treated with radiosurgery?	[0 1 0 0]
Is there a BRCA mutation analysis in the Greek population?	[0 1 0 0]
Does deletion of cohesin change gene expression?	[0 1 0 0]
Do MAIT cells have a role in multiple myeloma?	[0 1 0 0]
Is mesothelioma caused by asbestos exposure?	[0 1 0 0]
Are there interactions between short and long noncoding RNAs?	[0 1 0 0]
Can brain derived exosomes carry APP molecules?	[0 1 0 0]
Is SATB1 positioned close to AT-rich sequences?	[0 1 0 0]
Does metformin alleviate atherosclerosis?	[0 1 0 0]
Is there an increased risk of meningiomas in atomic bomb survivors?	[0 1 0 0]
Are gut microbiota profiles altered by irradiation?	[0 1 0 0]
Is TIM-3 a target for cancer immunotherapy in NSCLC?	[0 1 0 0]
Does an interferon (IFN) signature exist for SLE patients?	[0 1 0 0]
Is AND-1/Ctf4 essential for proliferation?	[0 1 0 0]
Does the BRAFV600E mutation have an effect on clinical response to radioiodine therapy?	[0 1 0 0]
Is AZD5153 active in prostate cancer?	[0 1 0 0]
Is Niraparib effective for ovarian cancer?	[0 1 0 0]
Are genes that escape X-chromosome inactivation related to mental impairment?	[0 1 0 0]
Has LB-100 been tested in clinical trials?	[0 1 0 0]
Can discharge destinations be accurately predicted using the Risk Assessment and Prediction Tool (RAPT)?	[0 1 0 0]
Has amantadine ER been approved by the FDA?	[0 1 0 0]
Does Estrogen lead to forkhead FoxA1 activation?	[0 1 0 0]
Does association with the nuclear pore promote gene silencing?	[0 1 0 0]
Can LB-100 sensitize ovarian carcinoma to cisplatin?	[0 1 0 0]
Has istadefylline been considered as a treatment for Parkinson's disease?	[0 1 0 0]
Is g-H2AX a marker for double strand breaks?	[0 1 0 0]
Are tumour specific antigens originating from known protein coding genes?	[0 1 0 0]
Is poliosis circumscripta another term for a white or unpigmented patch of hair or skin?	[0 1 0 0]
Is Selumetinib effective for low-grade glioma?	[0 1 0 0]
Is SATB1 expressed in thymocytes?	[0 1 0 0]
Can Systemic Lupus Erythematosus cause seizures?	[0 1 0 0]
Is there a role for TET proteins in invariant natural killer T cells (iNKT) cell fate?	[0 1 0 0]
Has the Spanich flu virus been reconstructed?	[0 1 0 0]
Is there an increased risk for meningiomas in childhood leukemia survivors?	[0 1 0 0]
Is BCL11B involved in schizophrenia?	[0 1 0 0]
Are Chernobyl survivors at increased risk for breast cancer?	[0 1 0 0]
Is SATB1 necessary for T-cell maturation?	[0 1 0 0]
Have toll-like receptor 2 activators been found in food?	[0 1 0 0]
Does radiotherapy for Hodgkin disease increases risk for lung cancer?	[0 1 0 0]
Does radiotherapy for prostate cancer increase bladder cancer risk?	[0 1 0 0]
Has ORMD-0801 been tested in patients?	[0 1 0 0]
Are stem cell transplants used to treat acute kidney injury?	[0 1 0 0]
Are there negative enhancers?	[0 1 0 0]
Has saracatinib been tested in clinical trials?	[0 1 0 0]
Is αCGRP a member of the CGRP family?	[0 1 0 0]
Has tocilizumab been assessed against Covid-19?	[0 1 0 0]
Glucoraphanin from broccoli can help reduce obesity , yes or no?	[0 1 0 0]
Does protein ALEX1 contain armadillo repeats?	[0 1 0 0]
Does radiotherapy for cervical cancer increases risk of colon cancer?	[0 1 0 0]
Is yeast fbp1 affected by glucose starvation stress?	[0 1 0 0]
Do nematodes contain a CTCF gene?	[0 1 0 0]
Can SMAD6 variants cause craniosynostosis?	[0 1 0 0]
Is Tcf3 associated with the Wnt pathway?	[0 1 0 0]
Have the rotavirus vaccines changed the predominant rotavirus genotypes?	[0 1 0 0]
Does head ct increase brain tumor risk?	[0 1 0 0]
Can secondary glioblastoma be caused by brain irradiation?	[0 1 0 0]
Is aggrephagy a variant of autophagy?	[0 1 0 0]
Is there any role of genotoxic pks + E. coli in cancer?	[0 1 0 0]
Do polycomb group proteins (PcG) mediate the formation of chromatin loops?	[0 1 0 0]
Can ATAC-Seq be employed in single-cell mode?	[0 1 0 0]
Does IL18 signaling have a role in thymus?	[0 1 0 0]
Is liraglutide effective for weight reduction?	[0 1 0 0]
Is Olaparib effective for prostate cancer?	[0 1 0 0]
Is MK-1602 a CGRP antagonist?	[0 1 0 0]
Is there high nucleotide diversity in the Drosophila suzukii species?	[0 1 0 0]
Is Hunter's disease is associated with the X Chromosome?	[0 1 0 0]
Can Freund's complete adjuvant induce arthritis?	[0 1 0 0]
Can saponins be used as adjuvant?	[0 1 0 0]
Are Toll-like receptors (TLRs) induced by microbes?	[0 1 0 0]
Is Ixodes a species of tick?	[0 1 0 0]
Are the major royal jelly proteins similar to the yellow proteins?	[0 1 0 0]
Is the Apis mellifera genome available?	[0 1 0 0]
Has the olive tree pollen proteome been studied?	[0 1 0 0]
Is cadherin a plasma membrane marker?	[0 1 0 0]
Is cabergoline used for treatment of the Nelson's syndrome ?	[0 1 0 0]
Are mucins glycosylated proteins?	[0 1 0 0]
Is carpal tunnel syndrome a type of nerve entrapment?	[0 1 0 0]
Does steroid 5A-Reductase deficiency lead to hermaphroditism?	[0 1 0 0]
Has ubrogepant entered clinical phase III trials?	[0 1 0 0]
Are PDXK mutations linked to polyneuropathy?	[0 1 0 0]
Is avelumab effective for urothelial carcinoma?	[0 1 0 0]
Is MIS-C or Multisystem  Inflammatory syndrome in children a complication of Covid-19?	[0 1 0 0]
Can radiosurgery be used for the DNET tumors?	[0 1 0 0]
Is there an association of alterations in ADCY7 and ulcerative colitis?	[0 1 0 0]
Are mucin overexpression associated with disease?	[0 1 0 0]
Are there small molecule CGRPs under development for the treatment of migraine?	[0 1 0 0]
Is the apilimod inhibitor effective against SARS-CoV-2?	[0 1 0 0]
Was golimumab tested for diabetes?	[0 1 0 0]
Is G3BP1 found in stress granules?	[0 1 0 0]
Is colistin an antibiotic?	[0 1 0 0]
Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?	[0 1 0 0]
Is the process of DNA loop-extrusion independent of ATP?	[0 1 0 0]
Is there an upper limit on the functional fraction of the human genome?	[0 1 0 0]
Is progeria caused by an autosomal recessive gene?	[0 1 0 0]
Is ofatumumab effective for multiple sclerosis?	[0 1 0 0]
Is there a role for Dickkopf-1 (DKK1) in prostate cancer?	[0 1 0 0]
Has AZD9668 been tested in clinical trials?	[0 1 0 0]
Is there a role for TFII-I in megakaryopoiesis?	[0 1 0 0]
Is YKL-40 used as a biomarker for Alzheimer's disease?	[0 1 0 0]
Can propofol cause green urine?	[0 1 0 0]
Are Gram positive bacteria able to release extracellular vesicles?	[0 1 0 0]
Can Panitumumab cause trichomegaly?	[0 1 0 0]
Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?	[0 1 0 0]
Is the glucocorticoid receptor a transcription factor?	[0 1 0 0]
Are there sex differences in oncogenic mutational processes?	[0 1 0 0]
Is metoprolol metabolized by CYP2D6?	[0 1 0 0]
Are somatic mutations positioned towards the nuclear periphery?	[0 1 0 0]
Is belimumab effective for the lupus nephritis?	[0 1 0 0]
Has dupilumab been FDA approved for atopic dermatitis?	[0 1 0 0]
Do bacteria release extracellular vesicles?	[0 1 0 0]
Are interferons defensive proteins?	[0 1 0 0]
Do honey contain diastases/amylases?	[0 1 0 0]
Is adenosine signaling prognostic for cancer outcome?	[0 1 0 0]
Does AZD3759 cross the blood brain barrier?	[0 1 0 0]
Is the zelda transcription factor a chromatin remodeller?	[0 1 0 0]
Are there antimicrobial proteins in royal jelly?	[0 1 0 0]
Does a comet assay measure radiation induced mutations?	[0 1 0 0]
Has the companion diagnostic HercepTest received FDA approval?	[0 1 0 0]
Is phosphoenolpyruvate carboxykinase 1 (PCK1) the rate-limiting enzyme in gluconeogenesis?	[0 1 0 0]
Has FTY720  been considered for the treatment of stroke?	[0 1 0 0]
Does metformin interfere thyroxine absorption?	[0 1 0 0]
Are long non coding RNAs as conserved in sequence as protein coding genes?	[0 1 0 0]
Is amiodarone a class I anti-arrhythmic drug?	[0 1 0 0]
Are there any specific antidotes for rivaroxaban?	[0 1 0 0]
Is the abnormal dosage of ultraconserved elements disfavored in cancer cells?	[0 1 0 0]
Does administration of triiodothyronine improve outcome following coronary artery bypass grafting?	[0 1 0 0]
Is it safe to take isotretinoin during pregnancy?	[0 1 0 0]
Is single-cell analysis (SCA) possible in proteomics?	[0 1 0 0]
Have thyronamines  effects on fat tissue?	[0 1 0 0]
Is bapineuzumab effective for treatment of patients with Alzheimer's disease?	[0 1 0 0]
Is there an association between borna virus and brain tumor?	[0 1 0 0]
Does the majority of the mitochondrial genomes abide to the second parity rule (PR2)?	[0 1 0 0]
Is endostatin a proangiogenic factor?	[0 1 0 0]
Can botulism poisoning of a pregnant woman harm her fetus?	[0 1 0 0]
Is it possible to detect survivin protein expression in normal human adult tissues?	[0 1 0 0]
Is progesterone effective for treatment of patients with traumatic brain injury based on clinical trial data?	[0 1 0 0]
"Can we detect DNA strand asymmetries using dinucleotide relative abundance ""genomic signatures""?"	[0 1 0 0]
Does d-tubocurarine (d-TC) induces irreversible inhibition of nicotinic acetylcholine receptor (nAChR) at the neuromuscular junction?	[0 1 0 0]
Is paramyxovirus involved in human subacute thyroiditis?	[0 1 0 0]
Are chromomethylases present in animal genomes?	[0 1 0 0]
Is the Prostate- Specific Antigen (PSA) test relevant only for prostate cancer?	[0 1 0 0]
Does GC content vary markedly within a given isochore?	[0 1 0 0]
Can NXY-059 be used for treatment of acute ischemic stroke patients?	[0 1 0 0]
Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?	[0 1 0 0]
Does a selective sweep increase genetic variation?	[0 1 0 0]
Is indicated the use of antioxidant supplements in patients at risk for coronary artery disease?	[0 1 0 0]
Is K-63 linked protein ubiquitination related to proteasomal degradation?	[0 1 0 0]
is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?	[0 1 0 0]
Does  thyroid hormone receptor beta1 affect insulin secretion?	[0 1 0 0]
Does magnesium sulfate improve outcomes of subarachnoid hemorrhage patients?	[0 1 0 0]
Are there any desmins present in plants?	[0 1 0 0]
Do selenoproteins and selenium play a role in prostate cancer prevention?	[0 1 0 0]
Is it safe to use Abatacept during pregnancy?	[0 1 0 0]
Are there any specific antidotes for dabigatran?	[0 1 0 0]
Does smoking increase risk for glioblastoma?	[0 1 0 0]
Is armodafinil used for treatment of insomnia?	[0 1 0 0]
Is zolpidem an antibiotic?	[0 1 0 0]
Is the regulation of Vsr endonuclease independent of the growth phase of bacteria?	[0 1 0 0]
Does HER2 under-expression lead to favorable response to trastuzumab?	[0 1 0 0]
Do all archaea possess multiple origins of DNA replication?	[0 1 0 0]
Is p100 the precursor protein molecule of the NF-kappaB transcription factor subunit p50?	[0 1 0 0]
Are nucleosomes positioned at DNA replication origins?	[0 1 0 0]
Can chronological age be predicted by measuring telomere length?	[0 1 0 0]
Is the ACE inhibitor indicated for lung cancer treatment?	[0 1 0 0]
Are genes symmetrically distributed between leading and lagging DNA strand in bacteria?	[0 1 0 0]
Does MVIIA and MVIIC bind to the same calcium channel?	[0 1 0 0]
Does the 3D structure of  the genome remain stable during cell differentiation?	[0 1 0 0]
Does dronedarone  affect  T3 and T4 levels?	[0 1 0 0]
Is gastro esophageal reflux related to burning mouth syndrome?	[0 1 0 0]
Does triiodothyronine stimulate red blood cell sodium potassium pump?	[0 1 0 0]
Is thyroid hormone therapy indicated in patients with heart failure?	[0 1 0 0]
Is macitentan an ET agonist?	[0 1 0 0]
Are adenylyl cyclases always transmembrane proteins?	[0 1 0 0]
Is cardiac magnetic resonance imaging indicated in the pre-participation screening of athletes?	[0 1 0 0]
Is imatinib an antidepressant drug?	[0 1 0 0]
Is the toxin produced by Clostridium botulinum always deadly?	[0 1 0 0]
Is NADPH oxidase 5 expressed in rodents?	[0 1 0 0]
Does NADPH oxidase 5 require any subunit for function?	[0 1 0 0]
Are Ultra-conserved elements (UCEs) enriched in segmental duplications?	[0 1 0 0]
Do normal cells express the protein TERT?	[0 1 0 0]
Do histone variant mH2A (macro-H2A) levels decrease upon differentiation?	[0 1 0 0]
Does the hERG gene code for a protein which is part of a sodium channel?	[0 1 0 0]
Are there canonical marks of active chromatin in developmentally regulated genes?	[0 1 0 0]
Is the mouse Sry gene locus free of repetitive sequences?	[0 1 0 0]
Are the genes for marneral biosynthesis scattered in the genome of A. thaliana?	[0 1 0 0]
Are mutations in the C9orf72  gene associated with macular degeneration?	[0 1 0 0]
Is the number of described human nuclear mutations less than 50000?	[0 1 0 0]
Are cutaneous porphyrias inherited with a recessive pattern?	[0 1 0 0]
Is Cryptococcus neoformans a frequent cause of isolated skin infections in immunocompromised individuals	[0 1 0 0]
Does the word ovine refers to goats?	[0 1 0 0]
Is Lennox-Gastaut Syndrome usually diagnosed in older adults?	[0 1 0 0]
Is Beta-Thalassemia is associated with a mutation or deletion of the gene that codes for alpha globin?	[0 1 0 0]
Have studies shown that there is no link between DNA methylation patterns and Post Traumatic Stress Disorder?	[0 1 0 0]
Are hepadnaviral minichromosomes free of nucleosomes?	[0 1 0 0]
Is Cri Du Chat associated with an expansion of a repeat with in the gene found on chromosome 5?	[0 1 0 0]
Is it feasible to obtain DNA read lengths that exceed 30 Kb?	[0 1 0 0]
Is osteocrin expressed exclusively in the bone?	[0 1 0 0]
Do circRNAs remain untranslated?	[0 1 0 0]
Is intraoperative radiotherapy used for treatment of glioblastoma?	[0 1 0 0]
Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?	[0 1 0 0]
Is dexamethasone recommended for treatment of intracerebral hemorrhage?	[0 1 0 0]
Is airplane stroke syndrome a common disease.	[0 1 0 0]
Is hydroxyurea usually used to treated infectious disease?	[0 1 0 0]
Is Pfh1 a component of the replisome?	[0 1 0 0]
Does the Abelson-related gene (ARG) gene encode for a serine kinase?	[0 1 0 0]
Is dupilumab an antibody targeting the IL-1 receptor?	[0 1 0 0]
Does the histone chaperone ASF1 interact with histones H1/H2?	[0 1 0 0]
Is Hepatic mesenchymal hamartoma usually a malignant tumor?	[0 1 0 0]
Are selenium supplements recommended for prostate cancer prevention?	[0 1 0 0]
Is Downs syndrome associated with decreased risk of leukemia?	[0 1 0 0]
Does PCSK9 (Proprotein convertase subtilisin/kexin type 9) binds with HDL-receptor (HDL-R)?	[0 1 0 0]
Does TUC.338 inhibit colorectal cancer?	[0 1 0 0]
Is scuba diving safe during pregnancy?	[0 1 0 0]
Does deflazacort have more side effects than prednisone?	[0 1 0 0]
Are TAD boundaries in Drosophila depleted in highly-expressed genes?	[0 1 0 0]
Is there increased recombination rate in human regulatory domains?	[0 1 0 0]
Is enzastaurin effective treatment of glioblastoma?	[0 1 0 0]
Is dasatinib effective for treatment of glioblastoma?	[0 1 0 0]
Do cephalopods use RNA editing less frequently than other species?	[0 1 0 0]
Can the CEP290 gene mutations be targeted by AAV-mediated gene therapy?	[0 1 0 0]
Is ACI-35 a passive vaccine?	[0 1 0 0]
Are loop domains preserved upon cohesin loss?	[0 1 0 0]
SGOT is an abbreviation for an enzyme other wise known as alanine amino transferase, yes or no?	[0 1 0 0]
Is patisiran currently (November 2017) in clinical phase II trials?	[0 1 0 0]
Is Solanezumab effective for Alzheimer's Disease?	[0 1 0 0]
Are splicing speckles associated with transcription?	[0 1 0 0]
Does Enzastaurin improve survival of glioblastoma patients?	[0 1 0 0]
Is cilengitide effective for treatment of glioblastoma?	[0 1 0 0]
Does the human lncRNA LINC-PINT promote tumorigenesis?	[0 1 0 0]
Is LDB1-mediated enhancer looping dependent on cohesin?	[0 1 0 0]
Does Evolocumab improve cognitive function?	[0 1 0 0]
Is vorinostat effective for glioblastoma?	[0 1 0 0]
Does wheat belongs to the genus Avena, yes or no?	[0 1 0 0]
Does Uc.160 promote cancer?	[0 1 0 0]
Is polyadenylation a process that stabilizes a protein by adding a string of Adenosine residues to the end of the molecule?	[0 1 0 0]
Are stress granules membraneous?	[0 1 0 0]
Is the consumption of chocolate associated with an increase in cardiovascular disease?	[0 1 0 0]
Is subacute sclerosing panencephalitis caused by the Measles vaccine?	[0 1 0 0]
Does armodafinil improve fatigue of glioma patients?	[0 1 0 0]
Is pregabalin effective for sciatica?	[0 1 0 0]
Does temsirolimus improve survival of glioblastoma patients?	[0 1 0 0]
Does MC1R palmitoylation reduce pigmentation?	[0 1 0 0]
Does verubecestat activate BACE?	[0 1 0 0]
Can non ubiquitinated Tomm20 promote mitophagy?	[0 1 0 0]
Does SARM1 deletion cause neurodegeneration?	[0 1 0 0]
Is Enlimomab effective for stroke treatment?	[0 1 0 0]
Does International Citicoline Trial on acUte Stroke trial supports efficacy of citicoline for stroke treatment?	[0 1 0 0]
Does oncogene-induced DNA replication stress inhibit genomic instability?	[0 1 0 0]
Is recursive splicing more common in short introns?	[0 1 0 0]
The TRPM2 gene is associated with development of spontaneous thromboembolism?	[0 1 0 0]
Is Brucella abortus the organism that causes brucillosis known to cause spontaneous abortions in humans?	[0 1 0 0]
Is pembrolizumab effective against Ewing's sarcoma?	[0 1 0 0]
Is the PINES framework being used for the prediction of coding variants?	[0 1 0 0]
Is erythropoietin effective for treatment of amyotrophic lateral sclerosis?	[0 1 0 0]
Is celecoxib effective for treatment of amyotrophic lateral sclerosis?	[0 1 0 0]
Does vesatolimod inhibit TLR7?	[0 1 0 0]
Does gepotidacin activate bacterial topoisomerase?	[0 1 0 0]
Does epidural anesthesia for pain management during labor affect the Apgar score of the the infant?	[0 1 0 0]
Is inositol effective for trichotillomania?	[0 1 0 0]
Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?	[0 1 0 0]
Can CPX-351 be used for the treatment of tuberculosis?	[0 1 0 0]
Does lucatumumab bind to CD140?	[0 1 0 0]
Does simvastatin improve outcomes of aneurysmal subarachnoid hemorrhage?	[0 1 0 0]
Is pazopanib an effective treatment of glioblastoma?	[0 1 0 0]
Does tremelimumab improve survival of mesothelioma patients?	[0 1 0 0]
Does Panitumumab prolong survival of biliary tract cancer patients?	[0 1 0 0]
Is lucatumumab a polyclonal antibody?	[0 1 0 0]
Is lithium effective for treatment of amyotrophic lateral sclerosis?	[0 1 0 0]
Should dacomitinib be used for treatment of glioblastoma patients?	[0 1 0 0]
Does Groucho related gene 5 (GRG5) have a role only in late development?	[0 1 0 0]
Are Copy Number Variants (CNVs) depleted in regions of low mappability?	[0 1 0 0]
There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?	[0 1 0 0]
Is verubecestat effective for Alzheimer’s Disease?	[0 1 0 0]
Is there a link between BCL11B haploinsufficiency and syndromic neurodevelopmental delay?	[0 1 0 0]
Are there graph kernel libraries available implemented in JAVA?	[0 1 0 0]
Is Semagacestat effective for treatment of Alzheimer's disease?	[0 1 0 0]
Is there any approved treatment for NAFLD?	[0 1 0 0]
Is Miller-Dieker syndrome associated with abnormalities of chromosome 1?	[0 1 0 0]
Does the interaction of MOV10 and RNASEH2 promote L1 retrotransposition?	[0 1 0 0]
Are recessive coding variants responsible for the majority of undiagnosed nonconsanguineous individuals?	[0 1 0 0]
Does Axitinib prolong survival of Pancreatic Cancer patients?	[0 1 0 0]
Velocardial facial syndrome, otherwise known as Di George syndrome  is caused by a deletion in chromosome 21, yes or no?	[0 1 0 0]
Is L-4F an apoE mimetic peptide?	[0 1 0 0]
Is Apelin usually decreased in diabetes?	[0 1 0 0]
Tocilizumab is an anti-TNF antibody, yes or no?	[0 1 0 0]
Was stelara developed by Amgen?	[0 1 0 0]
Are protamines ubiquitously expressed?	[0 1 0 0]
Are there any anti-amyloid antibody approved as drug for Alzheimer's disease treatment?	[0 1 0 0]
Do Crocus sativus extracts loosen the blood-brain barrier?	[0 1 0 0]
Are artificial blood cells available?	[0 1 0 0]
Is the Philadelphia chromosome a fusion between parts of chromosomes 1 and 9?	[0 1 0 0]
Can therapeutic levels of  Vedolizumab be found in the breast milk of nursing mothers following treatment for Inflammatory bowel disease?	[0 1 0 0]
Does RUNX2 inhibit astrocyte differentiation?	[0 1 0 0]
Is collagen matrix of human articular cartilage changing with disease?	[0 1 0 0]
Is ustekinumab a polyclonal antibody?	[0 1 0 0]
Is Pim-1 a protein phosphatase?	[0 1 0 0]
Is myc a tumour suppressor gene?	[0 1 0 0]
Can Enlimomab improve stroke outcomes?	[0 1 0 0]
Does GRHL2 over-expression lead to EMT?	[0 1 0 0]
Is the Fluzone intradermal and the Fluzone intradermal quadrivalent vaccine produced by different companies?	[0 1 0 0]
Can Daptacel be used instead of IPOL?	[0 1 0 0]
Is Li–Fraumeni syndrome a rare, autosomal recessive, hereditary disorder that predisposes carriers to cancer development?	[0 1 0 0]
Do de novo truncating mutations in WASF1 cause cancer?	[0 1 0 0]
Is there a role for MRPL53 in cancer?	[0 1 0 0]
Does Uc.63+ promote sensitivity to treatment in prostate cancer?	[0 1 0 0]
Does BNN27 promote memory loss?	[0 1 0 0]
Are genomic regulatory blocks (GRBs) any different than TADs?	[0 1 0 0]
Are Spinal Intradural Primary Malignant Peripheral Nerve Sheath Tumors(MPNST) rare in neurofibromatosis patients?	[0 1 0 0]
Can MVA85A confer immunity against smallpox?	[0 1 0 0]
Is marimastat effective for small-cell lung cancer?	[0 1 0 0]
Is Figitumumab effective for non-small cell lung cancer?	[0 1 0 0]
Is golimumab effective for sarcoidosis?	[0 1 0 0]
Should Pentoxifylline be used for treatment of amyotrophic lateral sclerosis?	[0 1 0 0]
Is Nivolumab (Opdivo) a PD-L1 inhibitor?	[0 1 0 0]
Does clinical trial data support the use of minocycline for amyotrophic lateral sclerosis?	[0 1 0 0]
Is the drug Exubera currently (March 2020) available?	[0 1 0 0]
Is NicVAX vaccine effective for smoking cessation?	[0 1 0 0]
Does natalizumab improve disease course of secondary progressive multiple sclerosis?	[0 1 0 0]
Are multipotent adult progenitor cells effective for treatment of stroke?	[0 1 0 0]
Autophagy is the process where a virus obtains nutrients from it's host, yes or no?	[0 1 0 0]
Does xaliproden improve prognosis of amyotrophic lateral sclerosis?	[0 1 0 0]
Is celecoxib effective for amyotrophic lateral sclerosis?	[0 1 0 0]
Is ozanezumab effective for amyotrophic lateral sclerosis?	[0 1 0 0]
Is Dexmecamylamine effective for depression?	[0 1 0 0]
Does ProSavin use an adenoviral vector?	[0 1 0 0]
Is pimavanserin a typical antipsychotic?	[0 1 0 0]
Are lamina-associated domains (LADs) associated with transcriptional activation?	[0 1 0 0]
Is Hemochromatosis type 4 is caused by a mutation in a recessive gene?	[0 1 0 0]
Is overexpression of LY6K associated with better prognosis for non-small cell lung cancer patients?	[0 1 0 0]
Has ProSavin undergone phase IV clinical trials by 2018?	[0 1 0 0]
Are stretch enhancers transcribed more than super-enhancers?	[0 1 0 0]
Are CD8+ (cytotoxic) T cells and  CD4+ Helper T cells generated in the thyroid and express the T-cell receptor?	[0 1 0 0]
Is Huntington's disease is caused by expansion of a CTG repeat in the HTT gene on Chromosome 4?	[0 1 0 0]
Is the BAGEL algorithm used for arrayed CRISPR screens?	[0 1 0 0]
Is GRG5 involved only in late embryonic mouse development?	[0 1 0 0]
Are astronauts in higher risk for developing cancer?	[0 1 0 0]
Is palbociclib effective for glioblastoma?	[0 1 0 0]
Does the Mcm2-Ctf4-Polα axis play a role in transfer of histones to leading strand DNA at the replication forks?	[0 1 0 0]
Can PRL3-zumab inhibit PRL3+ cancer cells in vitro and in vivo?	[0 1 0 0]
Is amantadine ER the first approved treatment for akinesia?	[0 1 0 0]
Can LB-100 downregulate miR-33?	[0 1 0 0]
Does gavestinel improve outcomes of stroke patients?	[0 1 0 0]
Is Impetigo a viral infection that affects the skin?	[0 1 0 0]
Should Lubeluzole be used for treatment of ischemic stroke?	[0 1 0 0]
Thymoquinone is ineffective against radiation induced enteritis, yes or no?	[0 1 0 0]
Is Verubecestat effective for Alzheimer's Disease?	[0 1 0 0]
Is Aptiganel effective for treatment of stroke?	[0 1 0 0]
Is indinavir effective for treatment of amyotrophic lateral sclerosis?	[0 1 0 0]
Does saracatinib promote oncogenesis?	[0 1 0 0]
Do genes with monoallelic expression contribute proportionally to genetic diversity in humans?	[0 1 0 0]
Has MLE4901 been tested in phase III clinical trials?	[0 1 0 0]
Does ESN364 activate the hypothalamic-pituitary-gonadal axis?	[0 1 0 0]
Was vivotif licensed in Europe and the US at the same time?	[0 1 0 0]
Is deletion at 6q24.2-26 associated with shorter survival for ovarian cancer patients?	[0 1 0 0]
Is the TFR1 gene dispensable for erythropoiesis?	[0 1 0 0]
Is Bcl-2-like protein 1 an pro apoptotic protein?	[0 1 0 0]
Are bacteria in the genus Clostridium facultative anaerobes?	[0 1 0 0]
Do nematodes contain architectural proteins like CTCF?	[0 1 0 0]
Is tocilizumab a tumor necrosis factor inhibitor?	[0 1 0 0]
Do circular exons increase gene expression?	[0 1 0 0]
Is MAGE-A3 immunotherapeutic effective for non-small-cell lung cancer?	[0 1 0 0]
Is Semagacestat effective for Alzheimer's Disease?	[0 1 0 0]
Is tocilizumab a csDMARD?	[0 1 0 0]
Can AGY be used as antidiuretic replacement therapy?	[0 1 0 0]
Should tirilazad be used for treatment of ischemic stroke?	[0 1 0 0]
